,Unnamed: 0,isbn,title,series_title,series_release_number,authors,publisher,language,description,num_pages,format,genres,publication_date,rating_score,price,url,BooksRemaining
517,1343,9780441001866,Martin the Warrior ,Redwall,6,Brian Jacques,Ace Books,English,"On the shore of the Eastern Sea, in a cold stone fortress, a stoat named Badrang holds dozens of innocent creatures as slaves, part of his scheme to build an empire where he will rule as unquestioned tyrant. Among those slaves is a mouse named Martin who has a warrior’s heart and a burning desire for freedom—freedom not only for himself, but for all of Badrang’s victims. There is no risk he will not take, no battle he will not fight, to end the stoat’s evil reign and in the process regain the sword of his father, Luke the Warrior—the sword that Badrang stole from him when he was but a lad!",376,Mass Market Paperback,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Animals', 'Adventure', 'Middle Grade']",2000-01-01,4.16,8.99,https://www.goodreads.com/book/show/201345.Martin_the_Warrior,1474
518,1345,9780553562606,The Gap Into Power: A Dark and Hungry God Arises ,Gap,3,Stephen R. Donaldson,Spectra,English,"A master storyteller, Stephen R. Donaldson established a worldwide reputation with his unforgettable, critically acclaimed fantasy series The Chronicles Of Thomas Covenant . Then, with The Real Story and Forbidden Knowledge , he launched a thrilling new science fiction series. Now the galactic epic continues as humanity struggles against the forces of ultimate evil—and its own dark nature.
The stage is set for confrontation at Billingate—illegal shipyard, haven for pirates and brigands, where every vice flourishes and every appetite can be sated. Gateway to the alien realm of the Amnion, the shipyard is a clearinghouse for all they require to fulfill their mutagenic plans against humanity.
It is here that the fate of Morn Hyland is to be decided amid a kaleidoscopic whirl of plot and counter-plot, treachery and betrayal.
As schemes unravel to reveal yet deeper designs, Morn, Nick, Angus' lives may all be forfeit as pawns in the titanic game played our between Warden Dios, dedicated director of the UMC Police, and the Dragon, greed-driven ruler of the UMC.  Here, the future of humankind hangs on the uncertain fortune of Morn Hyland in a daring novel of epic power and suspense, relentlessly gripping from first page to last.",518,Paperback,"['Science Fiction', 'Fiction', 'Fantasy', 'Space Opera', 'Science Fiction Fantasy', 'Speculative Fiction', 'Novels']",1992-10-01,4.1,8.99,https://www.goodreads.com/book/show/22877.The_Gap_Into_Power,379
519,1346,9780312982119,Catilina's Riddle ,Roma Sub Rosa,3,Steven Saylor,Minotaur Books,English,"Using scholarly, historical insight, and evocative storytelling that brings to life the glories of ancient Rome, Steven Saylor takes the reader from the bloody lines of clashing Roman armies to the backrooms of the Senate floor, where power-hungry politicians wrestle the Fates for control of Rome's destiny. 
With the consular election drawing near, Rome is fiercely divided between the conservative Cicero and the tempestuous Catilina, whose followers are rumored to be plotting a blood-thirsty siege for power if their leader fails to win office.
Gordianus the Finder, retired to his Etruscan farm, is happy to be free of the intrigue and danger of the capital, but when his old friend Cicero enlists the Finder in an elaborate plot to control Catilina, Gordianus is drawn back into a familiar world. Now caught in a cloak-and-dagger political struggle for the fate of the Republic, Gordianus finds himself strangely drawn to the controversial candidate. Is Catilina really a subversive renegade, or are Cicero suspicions part of an even greater conspiracy? When a headless corpse ominously appears on his farm, Gordianus knows he must unlock the secret of 
 before Rome tears herself apart.",496,Mass Market Paperback,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Historical Mystery', 'Crime', 'Roman']",1993-01-01,4.11,12.99,https://www.goodreads.com/book/show/102715.Catilina_s_Riddle,430
520,1348,9780963660947,Bone: Out From Boneville ,Bone,1,Jeff Smith,Cartoon Books,English,"The adventure starts when cousins Fone Bone, Phoney Bone, and Smiley Bone are run out of Boneville and later get separated and lost in the wilderness, meeting monsters and making friends as they attempt to return home.",142,Paperback,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Adventure', 'Young Adult', 'Humor']",1991-07-03,4.19,0.0,https://www.goodreads.com/book/show/286141.Bone,803
521,1349,9780380721641,Track of the Cat ,Anna Pigeon,1,Nevada Barr,Avon,English,"Anna Pigeon has fled New York and her memories to find work as a ranger in the country’s national parks. In the remote backcountry of West Texas, however, she discovers murder and violence. Fellow park ranger Sheila Drury is mysteriously killed, presumably by a mountain lion. But the deep claw marks Anna finds across Drury’s throat and the paw prints surrounding the body are too perfect to be real.",218,Paperback,"['Mystery', 'Fiction', 'Mystery Thriller', 'Crime', 'Thriller', 'Audiobook', 'Animals']",1993-01-01,3.83,2.99,https://www.goodreads.com/book/show/76706.Track_of_the_Cat,1149
522,1350,9780679824121,The Knight at Dawn ,Magic Tree House,2,Mary Pope Osborne,Random House,English,"That's what Jack and Annie find when the Magic Tree House whisks them back to the Middle Ages for another wild adventure. In the Great Gall of the castle, a feast is under way. But Jack and Annie aren't exactly welcome guests!",66,Paperback,"['Fantasy', 'Childrens', 'Fiction', 'Historical Fiction', 'Chapter Books', 'Adventure', 'Middle Grade']",1993-02-16,3.91,4.99,https://www.goodreads.com/book/show/948526.The_Knight_at_Dawn,1589
523,1351,9780380756292,The Magic of You ,Malory-Anderson Family,4,Johanna Lindsey,Avon,English,"ACE #1




ACE #2


As wild and reckless as the most incorrigible of her male cousins, Amy Malory has reached a marriageable age and has set her sights on a most inappropriate mate: the straight-laced American ship captain who once nearly had her Uncle James 
hung
 hanged for piracy.
Warren Anderson is shocked by the brazen advances of his despised enemy's beautiful niece. Though determined to resist her, he burns for the enchanting British minx. And an impassioned heart implores him to surrender to a love that could stoke the smoldering fires of a family feud into a dangerous, all consuming blaze.",407,Mass Market Paperback,"['Historical Romance', 'Romance', 'Historical', 'Regency', 'Historical Fiction', 'Fiction', 'Adult']",1993-06-01,4.17,8.99,https://www.goodreads.com/book/show/350710.The_Magic_of_You,794
524,1353,9780380718344,Cruel & Unusual ,Kay Scarpetta,4,Patricia Cornwell,Avon,Dutch; Flemish,"Virginia Chief Medical Examiner Kay Scarpetta is called in to autopsy the body of convicted murderer Ronnie Waddell after his execution. Several days after the execution, a young boy is discovered murdered in the fashion of Waddell's earlier killings, with Waddell's prints near the body. Scarpetta, along with FBI Agent Benton Wesley and Detective Pete Marino, try to discover how a dead inmate could have possibly committed another murder after his death. As the story progresses she seeks the assistance of her 17-year-old niece Lucy after she discovers a strange folder on her computer.",407,Mass Market Paperback,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']",1993-06-10,4.13,9.99,https://www.goodreads.com/book/show/85379.Cruel_Unusual,640
525,1354,9780553567731,The Cereal Murders ,A Goldy Bear Culinary Mystery,3,Diane Mott Davidson,Bantam,English,"Thanks to her recent adventures in Dying for Chocolate, Goldy Bear, the premier caterer of Aspen Meadow, Colorado, is no stranger to violence--or sudden death.  But when she agrees to cater the first College Advisory Dinner for Seniors and Parents at the exclusive Elk Park Preparatory School, the last thing she expects to find at the end of the evening is the battered body of the school valedictorian.
Who could have killed Keith Andrews, and why?  Goldy's hungry for some answers--and not just because she found the corpse.  Her young son, Arch, a student at Elk Park Prep, has become a target for some not-so-funny pranks, while her eighteen-year-old live-in helper, Julian, has become a prime suspect in the Andrews boy's murder.
As her investigation intensifies, Goldy's anxiety level rises faster than homemade doughnuts. . .as she turns up evidence that suggests that Keith knew more than enough to blow the lid off some very unscholarly secrets.  And then, as her search rattles one skeleton too many, Goldy learns a crucial a little knowledge about a killer can be a deadly thing.",335,Mass Market Paperback,"['Mystery', 'Fiction', 'Cozy Mystery', 'Mystery Thriller', 'Audiobook', 'Food', 'Culinary']",1993-01-01,3.88,8.99,https://www.goodreads.com/book/show/442347.The_Cereal_Murders,678
526,1356,9780425137499,Dead in the Water ,Kate Shugak,3,Dana Stabenow,Berkley,English,"Once, Kate Shugak was the star investigator of the Anchorage D.A.'s office. Now she's gone back to her Aleut roots in the far Alaska north- where her talent for detection makes her the toughest crime-tracker in that stark and mysterious land.
Two crewmen of the crab vessel Avilda are missing—presumed dead—under very suspicious circumstances. The Bering Sea offers ample means and opportunity, but without bodies, a motive, or evidence of foul play, the DA doesn’t have a case. And so, freelancing again for her former employer, Kate Shugak finds herself working undercover in one of Alaska’s most dangerous professions: crab fisherman. It’s an assignment that will take her from the debauchery of Dutch Harbor to the most isolated of the Aleutians, and if the job itself doesn’t kill her, her unsavory crewmates just might.
Third in Stabenow’s Edgar Award-winning series of Alaskan mysteries, Dead in the Water is richly informed by the author’s own upbringing aboard an Alaskan fishing vessel.",217,Mass Market Paperback,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'Suspense', 'Audiobook']",1993-01-01,4.15,0.0,https://www.goodreads.com/book/show/672616.Dead_in_the_Water,1441
527,1358,9780812968149,Durable Goods ,Katie Nash,1,Elizabeth Berg,Ballantine Books,English,"On the hot Texas army base she calls home, Katie spends the lazy days of her summer waiting to grow up; waiting for Dickie Mack to fall in love with her; waiting for her breasts to blossom; waiting for the beatings to stop. Since their mother died, Katie and her older sister, Diane, have struggled to understand their increasingly distant, often violent father. While Diane escapes into the arms of her boyfriend, Katie hides in her room or escapes to her best friend’s house—until Katie’s admiration for her strong-willed sister leads her on an adventure that transforms her life.
Written with an unerring ability to capture the sadness of growth, the pain of change, the nearly visible vibrations that connect people, this beautiful novel by the bestselling author of Open House reminds us how wonderful—and wounding—a deeper understanding of life can be.",224,Paperback,"['Fiction', 'Young Adult', 'Coming Of Age', 'Chick Lit', 'Contemporary', 'Adult Fiction', 'Novels']",1993-01-06,3.84,12.99,https://www.goodreads.com/book/show/909142.Durable_Goods,730
